"GEO_ID","NAME","S1901_C01_001E","S1901_C01_001M","S1901_C01_002E","S1901_C01_002M","S1901_C01_003E","S1901_C01_003M","S1901_C01_004E","S1901_C01_004M","S1901_C01_005E","S1901_C01_005M","S1901_C01_006E","S1901_C01_006M","S1901_C01_007E","S1901_C01_007M","S1901_C01_008E","S1901_C01_008M","S1901_C01_009E","S1901_C01_009M","S1901_C01_010E","S1901_C01_010M","S1901_C01_011E","S1901_C01_011M","S1901_C01_012E","S1901_C01_012M","S1901_C01_013E","S1901_C01_013M","S1901_C01_014E","S1901_C01_014M","S1901_C01_015E","S1901_C01_015M","S1901_C01_016E","S1901_C01_016M","S1901_C02_001E","S1901_C02_001M","S1901_C02_002E","S1901_C02_002M","S1901_C02_003E","S1901_C02_003M","S1901_C02_004E","S1901_C02_004M","S1901_C02_005E","S1901_C02_005M","S1901_C02_006E","S1901_C02_006M","S1901_C02_007E","S1901_C02_007M","S1901_C02_008E","S1901_C02_008M","S1901_C02_009E","S1901_C02_009M","S1901_C02_010E","S1901_C02_010M","S1901_C02_011E","S1901_C02_011M","S1901_C02_012E","S1901_C02_012M","S1901_C02_013E","S1901_C02_013M","S1901_C02_014E","S1901_C02_014M","S1901_C02_015E","S1901_C02_015M","S1901_C02_016E","S1901_C02_016M","S1901_C03_001E","S1901_C03_001M","S1901_C03_002E","S1901_C03_002M","S1901_C03_003E","S1901_C03_003M","S1901_C03_004E","S1901_C03_004M","S1901_C03_005E","S1901_C03_005M","S1901_C03_006E","S1901_C03_006M","S1901_C03_007E","S1901_C03_007M","S1901_C03_008E","S1901_C03_008M","S1901_C03_009E","S1901_C03_009M","S1901_C03_010E","S1901_C03_010M","S1901_C03_011E","S1901_C03_011M","S1901_C03_012E","S1901_C03_012M","S1901_C03_013E","S1901_C03_013M","S1901_C03_014E","S1901_C03_014M","S1901_C03_015E","S1901_C03_015M","S1901_C03_016E","S1901_C03_016M","S1901_C04_001E","S1901_C04_001M","S1901_C04_002E","S1901_C04_002M","S1901_C04_003E","S1901_C04_003M","S1901_C04_004E","S1901_C04_004M","S1901_C04_005E","S1901_C04_005M","S1901_C04_006E","S1901_C04_006M","S1901_C04_007E","S1901_C04_007M","S1901_C04_008E","S1901_C04_008M","S1901_C04_009E","S1901_C04_009M","S1901_C04_010E","S1901_C04_010M","S1901_C04_011E","S1901_C04_011M","S1901_C04_012E","S1901_C04_012M","S1901_C04_013E","S1901_C04_013M","S1901_C04_014E","S1901_C04_014M","S1901_C04_015E","S1901_C04_015M","S1901_C04_016E","S1901_C04_016M",
"310M700US42100","Santa Cruz-Watsonville, CA Metro Area","97918","1914","5.3","1.5","2.7","0.9","4.2","1.2","4.4","1.1","6.1","1.1","12.7","1.7","11.5","1.7","17.9","2.0","10.4","1.8","24.7","2.3","107893","6523","151571","8746","33.2","(X)","(X)","(X)","(X)","(X)","57932","2563","2.6","1.2","1.8","1.0","2.5","1.2","2.7","1.1","4.1","1.4","12.5","2.1","10.4","1.8","20.9","3.1","10.6","2.3","31.8","3.0","130062","6742","180252","12511","(X)","(X)","30.4","(X)","(X)","(X)","42656","2626","1.3","0.9","1.0","0.9","1.5","1.2","1.0","0.7","1.9","1.0","9.9","1.8","9.7","2.0","23.0","3.9","11.5","2.7","39.1","3.7","151534","13622","N","N","(X)","(X)","(X)","(X)","(X)","(X)","39986","2681","10.7","3.3","4.4","1.6","6.7","2.1","7.2","2.4","10.3","2.2","13.3","3.1","11.5","3.2","14.5","2.8","8.2","2.5","13.1","3.0","67167","9640","101326","9724","(X)","(X)","(X)","(X)","35.5","(X)",
"310M700US42140","Santa Fe, NM Metro Area","72505","1910","4.4","1.4","4.5","1.4","5.1","1.2","6.2","1.5","7.1","1.6","15.8","2.1","11.8","1.8","19.7","2.4","10.8","1.8","14.6","1.8","88719","8767","122668","7259","34.5","(X)","(X)","(X)","(X)","(X)","39101","2253","1.9","1.2","1.5","1.2","3.2","1.3","3.4","1.8","5.3","2.2","13.6","2.9","13.5","2.6","25.3","3.6","11.8","2.9","20.5","2.7","112459","5891","152121","10755","(X)","(X)","43.1","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","122277","13219","N","N","(X)","(X)","(X)","(X)","(X)","(X)","33404","2244","7.6","2.5","8.0","2.6","7.5","2.2","9.2","2.8","10.3","2.6","18.5","3.8","10.0","2.3","12.9","2.7","8.4","2.5","7.5","2.5","58386","5112","85764","9918","(X)","(X)","(X)","(X)","24.1","(X)",
"310M700US42200","Santa Maria-Santa Barbara, CA Metro Area","150509","2418","4.8","0.9","2.7","0.7","6.4","1.2","5.2","0.9","7.7","1.2","13.4","1.5","11.5","1.5","17.8","1.5","10.0","1.2","20.4","1.7","95637","4131","139695","6840","41.8","(X)","(X)","(X)","(X)","(X)","99218","3246","5.0","1.4","1.3","0.6","4.4","1.3","3.6","1.1","8.1","1.6","11.8","2.0","11.0","1.9","20.1","1.9","10.0","1.6","24.7","2.3","112485","6833","154758","8482","(X)","(X)","42.0","(X)","(X)","(X)","70904","3043","1.9","0.9","0.6","0.5","2.7","1.3","1.9","1.2","5.1","1.3","11.0","2.3","11.1","2.3","21.3","2.4","11.9","2.1","32.5","3.0","140111","5975","185521","10331","(X)","(X)","(X)","(X)","(X)","(X)","51291","2976","7.7","2.0","5.8","1.8","11.8","2.2","8.9","1.7","8.2","2.2","15.3","2.6","10.3","2.4","13.1","2.9","8.5","2.1","10.3","2.1","63453","7100","95980","9629","(X)","(X)","(X)","(X)","37.1","(X)",
"310M700US42220","Santa Rosa-Petaluma, CA Metro Area","193185","2217","3.7","0.7","2.2","0.5","3.6","0.8","4.6","0.8","7.2","1.1","12.8","1.3","11.6","1.3","19.9","1.5","12.6","1.2","21.8","1.6","107274","4759","144025","5741","33.9","(X)","(X)","(X)","(X)","(X)","122282","3843","1.4","0.7","0.9","0.5","2.1","0.8","3.3","1.0","5.7","1.3","11.5","1.7","11.6","1.5","22.6","2.2","14.4","1.6","26.4","2.0","126528","5759","159683","5684","(X)","(X)","35.4","(X)","(X)","(X)","90679","3619","0.7","0.5","0.4","0.4","1.4","0.7","2.1","0.7","3.8","1.2","7.9","1.6","10.1","1.8","22.9","2.5","17.4","2.1","33.4","2.6","152298","8723","N","N","(X)","(X)","(X)","(X)","(X)","(X)","70903","3942","8.3","1.7","5.0","1.4","6.4","1.4","7.2","1.5","11.5","1.9","15.1","2.2","12.5","2.2","14.3","2.0","7.5","1.9","12.1","2.2","68287","5419","107529","11946","(X)","(X)","(X)","(X)","29.5","(X)",
"310M700US42340","Savannah, GA Metro Area","163343","3046","4.9","1.0","2.9","0.7","5.9","1.2","6.2","1.2","10.1","1.5","16.4","1.8","13.1","1.8","18.9","1.9","10.8","1.5","10.8","1.3","80518","3106","104430","4648","40.3","(X)","(X)","(X)","(X)","(X)","104705","3482","2.3","0.7","1.6","0.7","3.1","1.2","4.7","1.5","7.0","1.5","15.2","2.3","14.9","2.5","22.2","2.4","14.4","2.1","14.7","1.9","101784","4194","124420","6031","(X)","(X)","43.1","(X)","(X)","(X)","73476","3612","0.7","0.3","0.8","0.6","1.0","0.6","1.9","0.8","3.7","1.0","11.1","2.2","15.1","2.9","25.6","2.8","19.7","3.0","20.4","2.7","127675","6716","150094","8253","(X)","(X)","(X)","(X)","(X)","(X)","58638","3362","9.9","2.4","5.5","1.4","11.8","2.5","9.0","2.0","16.5","3.2","18.6","3.1","9.8","2.4","11.4","2.2","3.8","1.4","3.6","1.3","46154","4882","65386","5186","(X)","(X)","(X)","(X)","34.6","(X)",
"310M700US42540","Scranton--Wilkes-Barre, PA Metro Area","238281","2644","5.8","0.7","3.9","0.8","7.9","1.0","6.9","0.8","11.9","1.2","18.9","1.3","13.0","1.2","15.7","1.2","8.2","0.9","7.7","0.9","68079","2911","92585","3228","37.8","(X)","(X)","(X)","(X)","(X)","143495","4036","4.2","1.1","2.6","0.7","4.0","1.0","5.0","1.0","9.1","1.2","17.2","1.5","15.7","1.6","21.1","1.5","10.5","1.2","10.6","1.2","87600","2489","112855","4857","(X)","(X)","40.8","(X)","(X)","(X)","99735","3861","1.8","0.8","0.9","0.6","2.0","0.7","3.1","0.8","7.3","1.3","17.0","2.0","15.5","1.9","24.5","1.9","13.3","1.7","14.6","1.7","104728","4001","133760","6891","(X)","(X)","(X)","(X)","(X)","(X)","94786","4515","9.5","1.5","6.5","1.4","14.1","1.8","10.4","1.6","16.4","2.3","21.2","2.4","7.9","1.5","8.1","1.6","2.9","1.0","3.2","1.2","41661","1728","58027","3867","(X)","(X)","(X)","(X)","32.5","(X)",
"310M700US42580","Seaford, DE Micro Area","114835","3185","5.4","1.1","2.3","0.8","4.3","0.8","6.2","1.2","8.9","1.5","16.5","2.1","15.6","1.6","19.3","1.9","10.6","1.4","10.8","1.3","85258","3898","111769","4994","37.1","(X)","(X)","(X)","(X)","(X)","77803","3820","4.2","1.6","0.7","0.6","2.3","0.9","3.5","0.9","8.1","1.6","16.6","2.5","16.5","2.0","21.8","2.0","12.2","1.7","14.0","2.0","97883","3242","130072","7472","(X)","(X)","37.9","(X)","(X)","(X)","61176","3418","3.6","1.6","0.2","0.2","1.2","0.6","2.9","0.9","6.4","1.5","13.7","2.5","16.6","2.2","24.7","2.5","14.1","2.1","16.6","2.4","109615","4293","N","N","(X)","(X)","(X)","(X)","(X)","(X)","37032","3545","9.6","2.2","5.6","2.1","9.4","2.4","12.2","2.9","12.2","2.9","16.4","2.8","13.4","3.2","11.3","2.9","6.0","2.1","3.9","1.6","50836","3732","68467","4584","(X)","(X)","(X)","(X)","33.7","(X)",
"310M700US42620","Searcy, AR Micro Area","31703","1033","8.3","3.1","7.5","3.6","9.0","2.4","9.5","2.9","13.1","3.4","17.7","3.9","12.9","3.1","12.6","2.9","7.3","2.2","2.0","0.9","52537","6534","67743","4901","42.0","(X)","(X)","(X)","(X)","(X)","21018","1375","8.6","4.1","3.9","3.1","4.6","2.2","4.5","1.9","11.0","4.3","19.0","5.3","17.6","4.1","18.0","4.2","9.9","3.2","3.0","1.3","71717","7822","82720","6538","(X)","(X)","46.1","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","91456","5660","N","N","(X)","(X)","(X)","(X)","(X)","(X)","10685","1519","9.5","4.9","15.0","8.0","18.3","6.0","18.0","7.1","18.5","5.7","12.9","6.0","4.2","3.6","2.1","1.8","1.4","2.2","0.0","1.7","29711","7381","36262","5950","(X)","(X)","(X)","(X)","32.1","(X)",
"310M700US42660","Seattle-Tacoma-Bellevue, WA Metro Area","1658652","5856","3.9","0.3","2.0","0.2","3.7","0.3","3.8","0.3","6.8","0.4","12.3","0.5","11.5","0.5","18.1","0.6","11.9","0.5","25.9","0.6","112388","2026","160847","2209","30.2","(X)","(X)","(X)","(X)","(X)","994187","9847","2.1","0.3","1.0","0.2","2.1","0.3","2.6","0.3","5.0","0.4","9.7","0.6","10.5","0.6","19.0","0.6","14.2","0.7","34.0","0.7","143418","2685","193986","2923","(X)","(X)","32.9","(X)","(X)","(X)","790341","9770","1.1","0.2","0.6","0.2","1.1","0.2","1.7","0.3","3.2","0.4","7.7","0.6","9.6","0.6","19.3","0.7","15.4","0.7","40.2","0.8","166073","2438","217559","3253","(X)","(X)","(X)","(X)","(X)","(X)","664465","10299","7.2","0.7","3.8","0.4","6.4","0.5","6.0","0.5","10.1","0.7","16.6","0.9","13.2","0.9","16.6","0.9","7.8","0.7","12.4","0.7","74847","2211","105446","2832","(X)","(X)","(X)","(X)","25.2","(X)",
"310M700US42680","Sebastian-Vero Beach-West Vero Corridor, FL Metro Area","76308","2535","5.5","1.4","1.3","0.6","6.7","1.6","6.4","1.4","9.7","1.9","18.4","2.8","12.1","2.0","16.9","2.8","8.7","2.0","14.4","2.3","79849","11329","118340","8047","39.3","(X)","(X)","(X)","(X)","(X)","49777","3276","2.8","1.3","0.7","0.5","2.6","1.3","5.7","2.0","8.5","2.2","18.7","3.3","11.2","2.0","20.1","3.6","11.0","2.9","18.6","3.1","99733","5618","141308","11790","(X)","(X)","38.3","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","107639","7855","N","N","(X)","(X)","(X)","(X)","(X)","(X)","26531","2464","10.5","3.6","2.5","1.4","14.4","3.6","8.5","2.4","13.5","4.0","19.0","4.3","12.5","4.2","9.0","3.7","3.9","2.0","6.4","3.2","50393","4741","72688","10207","(X)","(X)","(X)","(X)","39.6","(X)",
"310M700US42700","Sebring, FL Metro Area","50610","1961","8.0","2.5","4.1","1.4","8.0","2.7","9.5","2.8","12.2","3.6","22.5","4.4","15.5","3.0","10.6","2.8","4.8","1.8","4.9","1.8","57580","7953","73701","5067","37.5","(X)","(X)","(X)","(X)","(X)","32669","2524","4.5","3.2","1.5","1.1","3.8","1.6","8.9","4.7","9.8","2.9","26.0","6.7","18.4","4.2","13.1","4.1","7.2","2.8","6.9","2.5","71685","5619","89214","7131","(X)","(X)","38.3","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","80034","6513","N","N","(X)","(X)","(X)","(X)","(X)","(X)","17941","2074","15.1","4.4","9.0","3.2","17.2","6.8","11.2","5.4","18.5","7.2","16.5","4.9","6.6","3.6","4.3","2.9","0.5","0.8","1.2","1.5","32657","5344","41367","5359","(X)","(X)","(X)","(X)","36.0","(X)",
"310M700US42860","Seneca, SC Micro Area","36684","1564","7.6","2.6","4.4","2.1","8.0","2.4","8.6","3.0","12.2","3.3","14.2","3.2","11.4","2.7","16.0","3.8","7.6","2.3","10.1","2.6","66492","9543","98248","10794","33.2","(X)","(X)","(X)","(X)","(X)","26871","1487","6.5","3.1","1.8","1.2","5.9","3.0","7.1","2.8","10.2","3.5","12.7","2.8","14.1","3.5","20.2","5.0","8.1","2.9","13.5","3.6","85458","9274","116189","13845","(X)","(X)","32.6","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","102658","10370","N","N","(X)","(X)","(X)","(X)","(X)","(X)","9813","1800","12.5","6.5","10.9","6.3","13.1","5.3","14.3","6.1","19.6","6.8","16.2","7.1","2.8","2.5","7.3","3.5","3.2","3.3","0.0","2.2","34520","6965","43594","6251","(X)","(X)","(X)","(X)","28.5","(X)",
"310M700US42940","Sevierville, TN Micro Area","42410","2284","4.8","2.7","6.1","2.7","8.4","2.3","9.5","3.2","11.6","2.7","18.4","3.4","12.3","2.7","16.4","3.2","7.5","2.0","5.1","1.8","61683","5424","83770","7972","32.4","(X)","(X)","(X)","(X)","(X)","26166","1916","3.8","2.4","3.1","1.8","5.0","2.5","6.3","3.1","9.4","3.0","19.5","4.7","14.1","3.6","20.3","4.2","11.4","3.3","7.0","2.5","80644","11508","102876","10476","(X)","(X)","32.2","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","90515","10743","N","N","(X)","(X)","(X)","(X)","(X)","(X)","16244","1968","7.4","6.0","12.3","6.2","13.2","4.7","14.9","6.5","14.4","4.8","17.4","5.1","8.3","4.0","9.4","4.3","1.1","1.5","1.4","1.4","36153","5731","49123","7315","(X)","(X)","(X)","(X)","29.0","(X)",
"310M700US43060","Shawnee, OK Micro Area","27318","549","6.4","1.9","5.0","1.4","9.5","2.2","8.6","1.8","11.4","2.2","18.4","2.7","14.8","2.6","15.5","2.4","5.7","1.8","4.7","1.6","61352","4203","77732","6122","40.8","(X)","(X)","(X)","(X)","(X)","17331","1093","3.6","1.6","2.5","1.5","4.2","1.8","4.6","1.5","12.3","3.1","21.5","4.1","16.3","3.5","21.8","3.5","7.2","2.3","6.1","2.1","77959","6670","93998","9238","(X)","(X)","41.6","(X)","(X)","(X)","12191","1057","0.8","0.8","0.4","0.7","2.9","2.1","2.4","1.3","7.9","2.6","19.2","4.1","21.4","4.9","27.4","4.7","9.1","3.1","8.6","2.9","93210","9515","N","N","(X)","(X)","(X)","(X)","(X)","(X)","9987","1026","12.9","4.2","9.9","3.3","18.0","4.9","16.2","4.4","12.1","3.5","13.8","3.5","8.8","4.0","2.8","2.1","3.1","2.2","2.2","2.6","31380","4882","45320","6370","(X)","(X)","(X)","(X)","37.1","(X)",
"310M700US43100","Sheboygan, WI Metro Area","50118","1389","4.7","1.8","3.0","1.1","4.8","1.4","7.4","2.1","13.8","2.7","18.0","2.5","13.7","2.0","20.3","2.6","8.8","1.7","5.5","1.4","71992","6242","90451","5407","28.1","(X)","(X)","(X)","(X)","(X)","30135","1863","3.2","1.8","0.9","0.7","1.7","1.4","4.4","1.8","10.1","3.1","15.3","2.5","16.0","2.7","27.3","3.4","13.0","2.7","8.2","2.1","97850","5655","110072","6174","(X)","(X)","29.6","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","103587","3709","N","N","(X)","(X)","(X)","(X)","(X)","(X)","19983","1772","6.9","3.3","6.1","2.5","9.6","2.7","12.0","4.2","20.4","5.2","22.4","5.2","10.8","3.1","9.2","2.7","1.8","1.0","0.6","0.6","46081","2768","57879","8060","(X)","(X)","(X)","(X)","25.8","(X)",
"310M700US43140","Shelby-Kings Mountain, NC Micro Area","39088","1658","5.5","2.7","5.1","2.2","8.1","2.6","10.6","3.1","12.0","3.1","18.2","3.1","12.8","2.9","19.4","2.8","5.3","2.2","3.1","1.3","60966","5980","74701","5111","44.9","(X)","(X)","(X)","(X)","(X)","25733","2084","1.4","1.2","4.2","2.6","5.0","2.8","8.1","4.0","9.3","3.2","18.9","4.5","16.9","4.4","26.4","4.3","5.5","2.6","4.2","1.8","78525","7959","88076","7136","(X)","(X)","48.0","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","96136","6957","N","N","(X)","(X)","(X)","(X)","(X)","(X)","13355","1821","14.3","7.6","6.9","4.0","15.7","5.3","15.3","6.1","18.0","7.1","17.0","5.4","7.9","5.0","2.5","1.8","1.7","1.3","0.8","1.4","33765","7512","42594","6691","(X)","(X)","(X)","(X)","36.6","(X)",
"310M700US43220","Shelton, WA Micro Area","28225","1768","6.4","2.6","3.2","1.9","2.6","1.2","5.2","2.1","7.7","2.6","16.5","4.0","14.3","3.7","22.2","4.1","8.9","2.6","13.0","4.2","88999","11517","103688","8982","42.5","(X)","(X)","(X)","(X)","(X)","19538","1858","3.8","2.8","2.0","1.4","0.6","0.8","4.2","2.5","8.0","3.7","14.6","4.1","14.9","4.3","29.2","5.5","11.1","3.7","11.6","4.5","101995","6591","111166","9192","(X)","(X)","42.6","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","110242","8744","N","N","(X)","(X)","(X)","(X)","(X)","(X)","8687","1429","12.5","5.4","6.3","5.5","6.9","4.0","7.9","4.2","10.6","4.8","19.5","7.5","15.2","6.7","3.4","2.9","3.3","2.7","14.4","9.6","59355","11854","80420","19941","(X)","(X)","(X)","(X)","38.7","(X)",
"310M700US43300","Sherman-Denison, TX Metro Area","60472","1817","4.6","1.7","2.1","1.0","8.1","2.7","7.1","2.0","11.7","2.6","17.7","3.1","14.0","2.8","16.5","2.9","9.2","2.2","8.9","2.3","72260","5497","95720","6250","35.9","(X)","(X)","(X)","(X)","(X)","40399","2209","2.7","1.9","0.9","0.7","4.2","2.5","4.1","1.8","9.6","3.2","18.3","4.0","16.1","3.6","20.4","3.5","11.8","3.1","11.9","3.4","90368","7680","112788","8896","(X)","(X)","39.6","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","107039","8988","N","N","(X)","(X)","(X)","(X)","(X)","(X)","20073","1820","10.0","4.1","4.7","2.7","15.9","5.7","14.5","4.9","16.3","5.2","18.2","5.7","9.0","3.9","7.2","3.1","3.4","2.1","0.9","0.7","38504","5769","53769","6595","(X)","(X)","(X)","(X)","26.7","(X)",
"310M700US43320","Show Low, AZ Micro Area","44008","1655","8.4","2.1","6.2","1.7","9.5","2.7","9.1","2.2","14.5","3.4","20.8","4.2","12.3","3.2","8.4","1.9","7.4","2.3","3.4","1.7","52393","6095","68826","5232","41.5","(X)","(X)","(X)","(X)","(X)","30679","2062","8.4","2.8","4.4","1.8","4.3","2.0","8.4","2.6","14.6","4.5","23.4","5.1","12.0","3.6","11.1","2.5","8.9","3.3","4.5","2.3","59759","6097","77954","7090","(X)","(X)","46.7","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","73282","6338","N","N","(X)","(X)","(X)","(X)","(X)","(X)","13329","1707","11.1","3.7","10.3","3.7","22.0","6.6","10.5","3.8","15.5","6.6","16.1","5.9","7.8","4.0","2.4","1.8","4.1","3.1","0.2","0.3","31638","7476","43071","6287","(X)","(X)","(X)","(X)","28.4","(X)",
"310M700US43340","Shreveport-Bossier City, LA Metro Area","160819","2889","7.8","1.3","6.3","1.4","9.2","1.2","8.7","1.5","11.7","1.6","17.5","1.8","10.9","1.7","16.0","1.7","6.0","1.1","5.7","0.9","57514","3211","78143","3433","38.3","(X)","(X)","(X)","(X)","(X)","97667","4748","6.4","1.9","2.3","1.1","6.6","1.5","8.6","2.4","9.8","1.9","16.2","2.2","12.8","2.2","20.2","2.4","8.9","1.8","8.2","1.3","75143","5125","96392","5037","(X)","(X)","41.7","(X)","(X)","(X)","59148","3918","0.5","0.4","1.1","1.0","3.0","1.3","5.6","1.9","6.9","1.9","14.0","2.4","14.2","2.7","28.7","3.2","13.2","2.7","12.8","2.2","105230","4704","N","N","(X)","(X)","(X)","(X)","(X)","(X)","63152","4060","11.5","2.6","12.7","3.0","13.1","2.3","8.8","2.0","14.5","2.5","20.0","3.3","7.6","2.4","9.2","2.2","1.9","0.9","0.8","0.6","36795","2046","47242","2650","(X)","(X)","(X)","(X)","31.7","(X)",
"310M700US43420","Sierra Vista-Douglas, AZ Metro Area","53712","1645","4.8","1.4","4.9","1.8","8.2","1.8","9.0","2.2","14.1","2.4","17.7","3.1","13.8","2.8","16.1","3.4","7.4","2.0","4.0","1.3","60723","5474","81840","5963","35.0","(X)","(X)","(X)","(X)","(X)","34323","1857","3.9","1.7","2.0","1.3","3.5","1.5","6.9","2.3","15.3","3.9","18.8","4.1","17.6","4.0","16.9","3.9","9.8","3.0","5.3","1.8","74473","5493","92584","7169","(X)","(X)","35.3","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","86511","8367","N","N","(X)","(X)","(X)","(X)","(X)","(X)","19389","1848","7.5","2.7","10.6","4.2","17.2","4.2","13.2","4.0","16.7","4.2","14.6","4.5","6.2","2.8","9.9","3.1","2.4","1.5","1.7","1.7","36886","5528","56450","9371","(X)","(X)","(X)","(X)","29.2","(X)",
"310M700US43580","Sioux City, IA-NE-SD Metro Area","55997","1385","4.9","1.3","3.6","1.4","4.6","1.3","6.7","1.8","10.1","1.9","16.6","3.0","15.3","3.0","21.8","2.9","9.3","2.3","7.0","1.7","80163","4367","99459","7280","37.5","(X)","(X)","(X)","(X)","(X)","38041","1838","4.2","2.1","1.5","1.0","2.6","1.1","6.0","2.3","8.2","2.6","14.2","3.2","17.8","3.7","24.8","3.4","11.7","2.9","8.9","2.0","92837","6330","116139","9712","(X)","(X)","37.4","(X)","(X)","(X)","26502","2127","0.5","0.5","1.5","1.3","1.6","1.0","4.3","2.0","5.6","2.0","9.6","2.6","18.9","4.8","31.0","3.9","15.2","4.1","11.8","2.8","106649","6848","N","N","(X)","(X)","(X)","(X)","(X)","(X)","17956","1887","11.7","3.7","6.9","3.4","9.5","3.2","9.0","3.6","16.0","4.1","23.6","5.5","9.2","3.5","10.7","4.2","2.4","1.5","0.9","1.2","48190","4468","52602","4231","(X)","(X)","(X)","(X)","36.1","(X)",
"310M700US43620","Sioux Falls, SD-MN Metro Area","130223","1781","2.7","0.7","2.0","0.7","4.7","1.0","7.0","1.3","10.2","1.5","18.8","2.2","13.2","1.8","19.9","1.6","11.0","1.4","10.5","1.3","82509","3053","110693","5524","32.4","(X)","(X)","(X)","(X)","(X)","78530","2805","1.6","0.7","0.9","0.5","1.7","0.8","4.9","1.5","7.2","1.8","14.5","2.1","11.6","2.1","26.5","2.5","16.3","2.1","14.9","2.1","112037","4503","135148","7136","(X)","(X)","34.7","(X)","(X)","(X)","64452","3283","0.7","0.4","0.3","0.3","1.2","0.9","2.9","1.3","3.6","1.1","13.6","2.2","11.9","2.2","29.6","2.9","18.8","2.4","17.4","2.3","124454","4250","147782","5929","(X)","(X)","(X)","(X)","(X)","(X)","51693","3040","4.9","1.6","3.8","1.6","9.7","2.3","10.5","2.4","17.3","2.6","25.1","4.3","14.4","3.0","8.7","1.8","2.4","1.2","3.3","1.5","55158","5012","69441","7733","(X)","(X)","(X)","(X)","28.4","(X)",
"310M700US43640","Slidell-Mandeville-Covington, LA Metro Area","107308","2195","4.8","1.3","3.3","1.2","6.2","1.1","5.5","1.4","9.1","1.9","16.9","2.0","12.3","1.8","19.8","2.2","9.6","1.5","12.7","2.0","82337","5931","109672","6711","30.7","(X)","(X)","(X)","(X)","(X)","73445","2830","1.1","0.8","1.8","1.0","4.1","1.2","3.5","1.6","6.8","2.2","15.7","2.6","14.0","2.4","23.2","2.7","12.3","2.2","17.5","2.7","102173","3457","132408","8598","(X)","(X)","32.2","(X)","(X)","(X)","53353","2989","0.9","0.9","0.8","0.8","2.3","0.9","2.0","1.2","3.9","1.4","12.3","2.4","13.3","2.6","26.2","3.0","15.4","2.5","23.2","3.2","124710","7990","N","N","(X)","(X)","(X)","(X)","(X)","(X)","33863","2571","12.8","3.8","7.4","3.1","11.1","2.9","9.2","3.3","14.5","3.7","20.6","4.2","7.5","3.1","12.0","3.6","3.1","2.1","1.8","1.1","42963","5334","57006","6709","(X)","(X)","(X)","(X)","27.4","(X)",
"310M700US43700","Somerset, KY Micro Area","27097","1297","4.5","1.8","8.8","3.4","11.6","3.7","7.2","2.5","10.4","2.7","21.6","3.8","16.1","3.6","12.4","3.8","5.5","2.5","2.0","1.0","56911","5032","69029","6716","38.7","(X)","(X)","(X)","(X)","(X)","18201","1382","3.8","2.1","3.7","2.6","8.1","3.5","4.5","1.9","10.2","3.7","23.8","4.9","18.8","4.8","16.3","5.4","8.1","3.7","2.7","1.5","71365","6238","82608","9126","(X)","(X)","40.8","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","77295","7045","N","N","(X)","(X)","(X)","(X)","(X)","(X)","8896","1406","6.9","3.3","19.3","7.5","20.6","7.2","11.3","4.8","14.0","5.4","14.3","6.8","9.3","5.3","3.9","3.1","0.0","2.0","0.4","0.7","26716","7813","38342","5797","(X)","(X)","(X)","(X)","34.0","(X)",
